basename,anger,disgust,fear,joy,neutral,sadness,surprise
train/0004/dia283_utt2,0,1,0,0,0,0,0
train/0000/dia283_utt3,0,0,0,0,1,0,0
train/0000/dia283_utt4,0,0,0,0,1,0,0
train/0004/dia283_utt5,0,0,0,0,1,0,0
train/0000/dia283_utt6,0,1,0,0,0,0,0
train/0000/dia284_utt0,0,0,0,0,1,0,0
train/0002/dia284_utt1,0,0,0,0,1,0,0
train/0000/dia284_utt2,0,0,0,0,1,0,0
train/0004/dia285_utt0,0,0,0,0,1,0,0
train/0002/dia285_utt1,0,0,0,1,0,0,0
train/0002/dia285_utt10,0,0,0,0,1,0,0
train/0004/dia285_utt11,0,0,0,0,1,0,0
train/0002/dia285_utt13,0,0,0,0,1,0,0
train/0002/dia285_utt14,0,0,0,0,1,0,0
train/0002/dia285_utt15,0,0,0,0,1,0,0
train/0004/dia285_utt16,0,0,0,0,1,0,0
train/0004/dia285_utt2,0,0,0,0,1,0,0
train/0002/dia285_utt3,0,0,0,1,0,0,0
train/0060/dia285_utt4,0,0,0,0,1,0,0
train/0002/dia285_utt5,0,0,0,0,1,0,0
train/0060/dia285_utt6,0,0,0,0,1,0,0
train/0004/dia285_utt7,1,0,0,0,0,0,0
train/0002/dia285_utt8,0,0,0,0,1,0,0
train/0004/dia285_utt9,0,0,0,0,0,0,1
train/0003/dia286_utt0,0,0,0,0,1,0,0
train/0002/dia286_utt1,0,0,0,0,1,0,0
train/0000/dia286_utt2,0,0,0,0,1,0,0
train/0003/dia286_utt3,0,0,0,0,1,0,0
train/0004/dia287_utt0,0,0,0,0,1,0,0
train/0003/dia287_utt1,0,0,0,0,0,1,0
train/0004/dia287_utt10,0,0,0,0,1,0,0
train/0006/dia287_utt11,0,0,0,0,1,0,0
train/0003/dia287_utt12,0,0,0,1,0,0,0
train/0004/dia287_utt2,1,0,0,0,0,0,0
train/0004/dia287_utt3,0,0,0,0,1,0,0
train/0003/dia287_utt4,1,0,0,0,0,0,0
train/0004/dia287_utt5,0,0,0,0,1,0,0
train/0004/dia287_utt6,0,0,0,0,1,0,0
train/0004/dia287_utt7,0,0,0,1,0,0,0
train/0004/dia287_utt8,0,0,0,0,1,0,0
train/0004/dia287_utt9,0,0,0,0,1,0,0
train/0004/dia288_utt0,0,0,0,1,0,0,0
train/0068/dia288_utt1,0,0,0,0,1,0,0
train/0002/dia288_utt10,0,0,0,0,1,0,0
train/0006/dia288_utt11,0,0,0,0,0,0,1
train/0006/dia288_utt12,0,0,0,0,0,0,1
train/0006/dia288_utt13,0,0,0,0,1,0,0
train/0002/dia288_utt14,0,0,0,0,0,0,1
train/0006/dia288_utt15,0,0,0,1,0,0,0
train/0002/dia288_utt16,0,0,0,0,1,0,0
train/0006/dia288_utt17,0,0,0,0,1,0,0
train/0006/dia288_utt18,0,0,0,0,1,0,0
train/0006/dia288_utt19,0,0,0,0,1,0,0
train/0004/dia288_utt2,0,0,0,0,0,0,1
train/0004/dia288_utt20,0,0,0,1,0,0,0
train/0068/dia288_utt3,0,0,0,0,0,0,1
train/0004/dia288_utt4,0,0,0,0,1,0,0
train/0068/dia288_utt5,0,0,0,0,1,0,0
train/0004/dia288_utt6,1,0,0,0,0,0,0
train/0006/dia288_utt7,0,0,0,1,0,0,0
train/0002/dia288_utt8,0,0,0,1,0,0,0
train/0006/dia288_utt9,0,0,0,0,1,0,0
train/0000/dia289_utt1,0,0,1,0,0,0,0
train/0184/dia289_utt2,0,0,0,0,1,0,0
train/0000/dia289_utt3,0,0,0,0,0,1,0
train/0184/dia289_utt4,0,0,0,0,0,1,0
train/0000/dia289_utt5,0,0,0,0,1,0,0
train/0006/dia28_utt0,1,0,0,0,0,0,0
train/0006/dia28_utt1,1,0,0,0,0,0,0
train/0006/dia28_utt2,1,0,0,0,0,0,0
train/0006/dia28_utt3,0,0,0,1,0,0,0
train/0059/dia28_utt4,0,0,1,0,0,0,0
train/0006/dia28_utt5,0,0,0,1,0,0,0
train/0059/dia28_utt6,0,0,1,0,0,0,0
train/0006/dia28_utt7,0,0,0,0,0,1,0
train/0184/dia290_utt0,0,0,0,0,0,1,0
train/0000/dia291_utt0,0,0,0,0,0,1,0
train/0184/dia291_utt1,0,0,0,0,0,1,0
train/0184/dia292_utt0,0,0,0,0,1,0,0
train/0184/dia292_utt1,0,0,0,0,0,1,0
train/0184/dia292_utt2,0,0,0,0,1,0,0
train/0184/dia292_utt3,0,0,0,0,1,0,0
train/0184/dia292_utt4,0,0,0,0,0,1,0
train/0184/dia292_utt5,0,0,0,0,1,0,0
train/0004/dia293_utt0,0,0,0,0,0,0,1
train/0004/dia293_utt1,0,0,0,0,0,0,1
train/0001/dia293_utt10,0,0,0,0,0,1,0
train/0003/dia293_utt11,0,0,0,0,1,0,0
train/0000/dia293_utt12,0,0,0,1,0,0,0
train/0004/dia293_utt2,0,0,1,0,0,0,0
train/0001/dia293_utt3,0,0,0,0,1,0,0
train/0004/dia293_utt4,0,0,1,0,0,0,0
train/0001/dia293_utt5,0,0,0,0,1,0,0
train/0004/dia293_utt6,0,0,0,0,1,0,0
train/0004/dia293_utt7,0,0,0,0,1,0,0
train/0004/dia293_utt8,0,0,0,1,0,0,0
train/0003/dia293_utt9,0,0,0,0,1,0,0
train/0056/dia294_utt0,0,0,0,1,0,0,0
train/0002/dia294_utt1,0,0,0,0,1,0,0
train/0004/dia295_utt0,0,0,0,0,0,0,1
train/0000/dia295_utt1,0,0,0,0,1,0,0
train/0000/dia295_utt10,1,0,0,0,0,0,0
train/0004/dia295_utt11,1,0,0,0,0,0,0
train/0000/dia295_utt12,0,0,0,0,0,0,1
train/0004/dia295_utt13,1,0,0,0,0,0,0
train/0000/dia295_utt14,0,0,0,1,0,0,0
train/0000/dia295_utt15,0,0,0,0,1,0,0
train/0000/dia295_utt16,1,0,0,0,0,0,0
train/0004/dia295_utt17,1,0,0,0,0,0,0
train/0000/dia295_utt18,1,0,0,0,0,0,0
train/0004/dia295_utt19,1,0,0,0,0,0,0
train/0004/dia295_utt2,0,0,0,0,0,0,1
train/0000/dia295_utt20,1,0,0,0,0,0,0
train/0004/dia295_utt21,1,0,0,0,0,0,0
train/0004/dia295_utt3,0,0,0,0,0,0,1
train/0000/dia295_utt4,0,0,0,0,0,1,0
train/0004/dia295_utt5,1,0,0,0,0,0,0
train/0004/dia295_utt6,1,0,0,0,0,0,0
train/0004/dia295_utt7,1,0,0,0,0,0,0
train/0004/dia295_utt8,1,0,0,0,0,0,0
train/0004/dia295_utt9,1,0,0,0,0,0,0
train/0006/dia296_utt0,0,0,0,0,1,0,0
train/0015/dia296_utt1,0,0,0,0,1,0,0
train/0021/dia296_utt10,0,0,0,0,1,0,0
train/0006/dia296_utt11,0,0,0,1,0,0,0
train/0021/dia296_utt12,0,0,0,0,1,0,0
train/0006/dia296_utt13,0,0,0,0,1,0,0
train/0021/dia296_utt14,0,0,0,0,0,0,1
train/0002/dia296_utt15,0,0,0,0,0,0,1
train/0185/dia296_utt16,0,0,0,0,1,0,0
train/0002/dia296_utt17,0,0,0,0,0,0,1
train/0185/dia296_utt18,0,0,0,0,1,0,0
train/0186/dia296_utt19,0,0,0,0,0,0,1
train/0021/dia296_utt2,0,0,0,0,1,0,0
train/0185/dia296_utt20,0,0,0,0,1,0,0
train/0006/dia296_utt3,0,0,0,0,0,0,1
train/0015/dia296_utt4,0,0,0,0,1,0,0
train/0006/dia296_utt5,1,0,0,0,0,0,0
train/0021/dia296_utt6,0,0,0,0,1,0,0
train/0006/dia296_utt7,0,0,0,0,1,0,0
train/0015/dia296_utt8,0,0,0,0,1,0,0
train/0006/dia296_utt9,0,0,0,0,1,0,0
train/0001/dia297_utt0,0,0,0,0,1,0,0
train/0001/dia297_utt1,0,0,0,1,0,0,0
train/0000/dia297_utt2,1,0,0,0,0,0,0
train/0001/dia297_utt3,0,0,0,0,1,0,0
train/0000/dia297_utt4,0,0,0,1,0,0,0
train/0001/dia297_utt5,0,0,0,0,1,0,0
train/0000/dia297_utt6,0,0,0,1,0,0,0
train/0001/dia297_utt7,0,0,0,0,1,0,0
train/0000/dia297_utt8,0,0,0,1,0,0,0
train/0001/dia297_utt9,0,0,0,0,1,0,0
train/0001/dia298_utt0,1,0,0,0,0,0,0
train/0006/dia298_utt1,1,0,0,0,0,0,0
train/0006/dia298_utt2,0,0,0,1,0,0,0
train/0001/dia298_utt3,0,0,0,0,1,0,0
train/0006/dia298_utt4,0,0,0,0,0,1,0
train/0006/dia298_utt5,1,0,0,0,0,0,0
train/0001/dia298_utt6,1,0,0,0,0,0,0
train/0004/dia299_utt0,0,0,0,0,1,0,0
train/0003/dia299_utt1,0,0,0,0,1,0,0
train/0004/dia299_utt2,0,0,0,0,1,0,0
train/0003/dia299_utt3,0,0,0,0,1,0,0
train/0001/dia29_utt0,0,0,0,0,0,0,1
train/0003/dia29_utt1,0,0,0,1,0,0,0
train/0001/dia29_utt10,1,0,0,0,0,0,0
train/0001/dia29_utt11,1,0,0,0,0,0,0
train/0003/dia29_utt12,0,0,0,0,0,0,1
train/0006/dia29_utt13,0,0,0,0,1,0,0
train/0001/dia29_utt2,0,0,0,0,1,0,0
train/0003/dia29_utt3,0,0,0,1,0,0,0
train/0001/dia29_utt4,0,0,0,0,0,0,1
train/0001/dia29_utt6,1,0,0,0,0,0,0
train/0001/dia29_utt7,1,0,0,0,0,0,0
train/0001/dia29_utt8,1,0,0,0,0,0,0
train/0003/dia29_utt9,0,0,0,0,1,0,0
train/0003/dia2_utt0,0,0,0,0,1,0,0
train/0001/dia2_utt1,0,0,0,0,1,0,0
train/0003/dia2_utt10,0,0,0,1,0,0,0
train/0001/dia2_utt11,0,0,0,0,1,0,0
train/0003/dia2_utt12,0,0,0,1,0,0,0
train/0003/dia2_utt2,0,0,0,1,0,0,0
train/0001/dia2_utt3,0,0,0,0,0,1,0
train/0003/dia2_utt4,0,0,0,0,0,0,1
train/0001/dia2_utt5,0,0,0,0,1,0,0
train/0003/dia2_utt6,0,1,0,0,0,0,0
train/0001/dia2_utt7,0,0,0,0,0,1,0
train/0003/dia2_utt8,0,0,0,0,1,0,0
train/0001/dia2_utt9,0,0,0,0,1,0,0
train/0004/dia300_utt0,0,0,0,1,0,0,0
train/0052/dia300_utt1,0,0,0,0,1,0,0
train/0004/dia300_utt10,1,0,0,0,0,0,0
train/0052/dia300_utt11,0,0,0,0,1,0,0
train/0004/dia300_utt12,0,0,1,0,0,0,0
train/0004/dia300_utt14,0,0,0,0,1,0,0
train/0052/dia300_utt15,0,0,0,0,1,0,0
train/0004/dia300_utt2,0,0,0,0,1,0,0
train/0052/dia300_utt3,1,0,0,0,0,0,0
train/0004/dia300_utt4,0,0,0,0,0,0,1
train/0052/dia300_utt5,0,1,0,0,0,0,0
train/0004/dia300_utt6,0,0,0,0,1,0,0
train/0052/dia300_utt7,0,0,0,0,1,0,0
train/0004/dia300_utt8,0,1,0,0,0,0,0
train/0052/dia300_utt9,1,0,0,0,0,0,0
train/0185/dia301_utt0,0,0,1,0,0,0,0
train/0187/dia301_utt1,0,0,1,0,0,0,0
train/0002/dia301_utt10,0,0,0,0,1,0,0
train/0188/dia301_utt11,0,0,0,1,0,0,0
train/0002/dia301_utt12,0,1,0,0,0,0,0
train/0188/dia301_utt13,0,0,0,0,1,0,0
train/0002/dia301_utt14,0,0,0,0,0,0,1
train/0188/dia301_utt15,0,0,1,0,0,0,0
train/0002/dia301_utt16,0,0,0,0,0,1,0
train/0185/dia301_utt2,0,0,1,0,0,0,0
train/0185/dia301_utt3,0,0,0,0,1,0,0
train/0185/dia301_utt4,0,0,1,0,0,0,0
train/0002/dia301_utt6,0,0,0,0,1,0,0
train/0002/dia301_utt7,0,0,0,0,1,0,0
train/0002/dia301_utt8,1,0,0,0,0,0,0
train/0002/dia301_utt9,0,0,0,0,0,0,1
train/0000/dia302_utt0,0,0,0,0,1,0,0
train/0006/dia302_utt1,0,0,0,0,0,1,0
train/0000/dia302_utt10,0,0,0,0,1,0,0
train/0000/dia302_utt2,0,0,1,0,0,0,0
train/0003/dia302_utt3,1,0,0,0,0,0,0
train/0006/dia302_utt4,0,0,0,0,1,0,0
train/0189/dia302_utt5,0,0,0,0,0,0,1
train/0000/dia302_utt6,0,0,0,0,1,0,0
train/0189/dia302_utt7,0,0,0,0,1,0,0
train/0000/dia302_utt8,0,0,0,0,1,0,0
train/0189/dia302_utt9,0,0,0,0,0,0,1
train/0000/dia303_utt0,1,0,0,0,0,0,0
train/0001/dia303_utt1,0,0,0,0,1,0,0
train/0000/dia304_utt0,0,0,0,0,1,0,0
train/0003/dia304_utt1,0,0,0,0,1,0,0
train/0000/dia304_utt10,1,0,0,0,0,0,0
train/0001/dia304_utt2,0,0,0,0,1,0,0
train/0003/dia304_utt3,0,0,0,0,1,0,0
train/0004/dia304_utt4,0,0,0,0,1,0,0
train/0003/dia304_utt5,0,0,0,0,0,0,1
train/0001/dia304_utt6,0,0,0,0,1,0,0
train/0003/dia304_utt7,0,0,0,0,1,0,0
train/0001/dia304_utt8,1,0,0,0,0,0,0
train/0003/dia304_utt9,1,0,0,0,0,0,0
train/0003/dia305_utt0,0,0,0,1,0,0,0
train/0190/dia305_utt1,0,0,0,0,1,0,0
train/0072/dia305_utt10,0,0,0,0,1,0,0
train/0072/dia305_utt11,0,0,0,0,1,0,0
train/0004/dia305_utt12,0,0,0,1,0,0,0
train/0072/dia305_utt13,0,0,0,1,0,0,0
train/0003/dia305_utt14,0,0,0,1,0,0,0
train/0003/dia305_utt2,0,0,1,0,0,0,0
train/0004/dia305_utt3,0,0,0,0,1,0,0
train/0190/dia305_utt4,0,0,0,0,1,0,0
train/0003/dia305_utt5,0,0,0,1,0,0,0
train/0072/dia305_utt6,0,0,0,0,1,0,0
train/0003/dia305_utt7,0,0,0,0,1,0,0
train/0072/dia305_utt8,0,0,0,0,1,0,0
train/0004/dia305_utt9,0,0,0,0,0,0,1
train/0006/dia306_utt0,0,0,0,1,0,0,0
train/0006/dia306_utt1,0,0,0,1,0,0,0
train/0006/dia306_utt2,0,0,0,0,0,1,0
train/0021/dia306_utt3,0,0,0,1,0,0,0
train/0021/dia306_utt4,0,0,0,0,1,0,0
train/0006/dia306_utt5,0,0,0,1,0,0,0
train/0021/dia306_utt6,0,0,0,1,0,0,0
train/0006/dia306_utt7,0,0,0,0,1,0,0
train/0006/dia307_utt0,0,0,0,0,1,0,0
train/0001/dia307_utt1,0,0,0,1,0,0,0
train/0001/dia307_utt10,0,0,0,0,1,0,0
train/0006/dia307_utt11,0,0,0,0,1,0,0
train/0001/dia307_utt12,0,0,0,0,1,0,0
train/0006/dia307_utt2,0,0,0,0,0,1,0
train/0001/dia307_utt3,0,0,0,0,1,0,0
train/0006/dia307_utt4,0,0,0,0,1,0,0
train/0001/dia307_utt5,0,0,0,0,1,0,0
train/0001/dia307_utt6,0,0,0,0,1,0,0
train/0006/dia307_utt7,0,0,0,0,1,0,0
train/0001/dia307_utt8,0,0,0,0,0,0,1
train/0006/dia307_utt9,0,0,0,0,1,0,0
train/0191/dia308_utt0,0,0,0,0,1,0,0
train/0000/dia308_utt1,0,0,0,1,0,0,0
train/0191/dia308_utt2,0,0,0,0,1,0,0
train/0000/dia308_utt3,0,0,0,0,1,0,0
train/0191/dia308_utt4,0,0,0,0,1,0,0
train/0000/dia308_utt5,0,0,0,0,1,0,0
train/0003/dia309_utt0,0,0,0,1,0,0,0
train/0113/dia309_utt1,0,0,0,0,0,0,1
train/0003/dia309_utt2,0,0,0,1,0,0,0
train/0113/dia309_utt3,0,0,0,0,1,0,0
train/0003/dia309_utt4,0,0,0,0,1,0,0
train/0041/dia30_utt0,0,0,0,0,1,0,0
train/0006/dia30_utt1,0,0,0,1,0,0,0
train/0006/dia30_utt10,0,0,0,0,1,0,0
train/0006/dia30_utt11,0,0,1,0,0,0,0
train/0056/dia30_utt12,0,0,0,0,1,0,0
train/0006/dia30_utt13,0,0,0,0,1,0,0
train/0056/dia30_utt14,1,0,0,0,0,0,0
train/0041/dia30_utt15,0,0,0,0,0,0,1
train/0056/dia30_utt2,0,0,0,0,1,0,0
train/0006/dia30_utt3,0,0,0,0,1,0,0
train/0056/dia30_utt4,1,0,0,0,0,0,0
train/0006/dia30_utt5,0,0,0,0,0,0,1
train/0056/dia30_utt6,1,0,0,0,0,0,0
train/0006/dia30_utt7,0,0,1,0,0,0,0
train/0056/dia30_utt8,0,0,0,0,1,0,0
train/0006/dia30_utt9,0,0,0,0,1,0,0
train/0000/dia310_utt0,0,0,0,0,1,0,0
train/0001/dia310_utt1,0,0,0,0,1,0,0
train/0000/dia310_utt2,0,0,0,1,0,0,0
train/0001/dia310_utt3,0,0,0,0,0,1,0
train/0002/dia310_utt4,0,0,0,0,1,0,0
train/0001/dia310_utt5,0,0,0,0,0,0,1
train/0002/dia310_utt6,0,0,0,0,0,1,0
train/0000/dia311_utt0,0,0,0,0,1,0,0
train/0001/dia311_utt1,0,0,0,1,0,0,0
train/0002/dia311_utt10,0,0,0,0,0,0,1
train/0000/dia311_utt11,0,0,0,0,1,0,0
train/0004/dia311_utt12,0,0,0,0,1,0,0
train/0003/dia311_utt2,0,0,0,1,0,0,0
train/0000/dia311_utt3,0,0,0,1,0,0,0
train/0006/dia311_utt4,0,0,0,0,1,0,0
train/0000/dia311_utt5,0,0,0,1,0,0,0
train/0004/dia311_utt6,0,0,0,0,1,0,0
train/0001/dia311_utt7,0,0,0,1,0,0,0
train/0002/dia311_utt8,0,0,0,0,0,0,1
train/0000/dia311_utt9,0,0,0,0,1,0,0
train/0006/dia312_utt0,0,0,0,0,1,0,0
train/0002/dia312_utt1,1,0,0,0,0,0,0
train/0002/dia312_utt10,0,0,0,0,0,0,1
train/0002/dia312_utt11,0,0,0,0,1,0,0
train/0002/dia312_utt12,0,0,0,0,0,1,0
train/0006/dia312_utt13,0,0,0,0,0,1,0
train/0002/dia312_utt14,0,0,0,0,1,0,0
train/0006/dia312_utt15,0,0,0,0,1,0,0
train/0002/dia312_utt16,0,0,0,0,1,0,0
train/0003/dia312_utt17,1,0,0,0,0,0,0
train/0004/dia312_utt18,0,0,0,0,0,1,0
train/0002/dia312_utt19,0,0,0,0,1,0,0
train/0006/dia312_utt2,1,0,0,0,0,0,0
train/0004/dia312_utt20,0,0,0,0,1,0,0
train/0004/dia312_utt21,0,0,0,0,0,1,0
train/0002/dia312_utt3,0,0,0,0,1,0,0
train/0006/dia312_utt4,0,0,0,0,0,1,0
train/0002/dia312_utt5,0,0,0,0,0,1,0
train/0006/dia312_utt6,0,0,0,0,1,0,0
train/0002/dia312_utt7,0,0,0,0,0,0,1
train/0006/dia312_utt8,0,0,0,0,0,0,1
train/0002/dia312_utt9,1,0,0,0,0,0,0
train/0004/dia313_utt0,0,0,0,0,1,0,0
train/0003/dia313_utt1,0,0,0,0,1,0,0
train/0004/dia313_utt2,0,0,0,0,1,0,0
train/0003/dia313_utt3,0,0,0,1,0,0,0
train/0002/dia314_utt0,0,0,0,1,0,0,0
train/0000/dia314_utt1,0,0,0,1,0,0,0
train/0002/dia314_utt10,0,0,0,0,1,0,0
train/0004/dia314_utt11,0,0,0,0,1,0,0
train/0002/dia314_utt12,0,0,0,0,1,0,0
train/0002/dia314_utt2,0,0,0,1,0,0,0
train/0000/dia314_utt3,0,0,0,0,1,0,0
train/0002/dia314_utt4,0,0,0,1,0,0,0
train/0000/dia314_utt5,0,0,0,1,0,0,0
train/0000/dia314_utt7,0,0,0,0,1,0,0
train/0002/dia314_utt8,0,0,0,0,1,0,0
train/0000/dia314_utt9,0,0,0,1,0,0,0
train/0001/dia315_utt0,0,0,0,0,1,0,0
train/0000/dia315_utt1,0,0,0,0,1,0,0
train/0001/dia315_utt2,0,0,0,1,0,0,0
train/0001/dia315_utt3,0,0,0,1,0,0,0
train/0000/dia315_utt4,1,0,0,0,0,0,0
train/0001/dia315_utt5,0,0,0,0,1,0,0
train/0016/dia315_utt6,0,0,0,1,0,0,0
train/0000/dia315_utt7,0,0,0,1,0,0,0
train/0001/dia315_utt8,0,0,0,1,0,0,0
train/0003/dia315_utt9,0,0,0,1,0,0,0
train/0004/dia316_utt0,0,0,0,0,1,0,0
train/0003/dia316_utt1,0,0,0,0,1,0,0
train/0003/dia316_utt2,0,0,0,0,0,1,0
train/0004/dia316_utt3,0,0,0,0,1,0,0
train/0003/dia316_utt4,0,0,1,0,0,0,0
train/0004/dia316_utt5,1,0,0,0,0,0,0
train/0192/dia316_utt6,0,0,0,1,0,0,0
train/0004/dia316_utt7,0,0,0,0,1,0,0
train/0192/dia316_utt8,0,0,0,0,1,0,0
train/0000/dia317_utt0,0,0,0,0,1,0,0
train/0002/dia317_utt1,0,0,0,1,0,0,0
train/0004/dia317_utt10,1,0,0,0,0,0,0
train/0006/dia317_utt11,0,0,0,0,1,0,0
train/0000/dia317_utt12,1,0,0,0,0,0,0
train/0000/dia317_utt13,1,0,0,0,0,0,0
train/0000/dia317_utt14,1,0,0,0,0,0,0
train/0000/dia317_utt15,1,0,0,0,0,0,0
train/0000/dia317_utt2,0,0,0,0,1,0,0
train/0002/dia317_utt3,1,0,0,0,0,0,0
train/0000/dia317_utt4,0,0,0,0,1,0,0
train/0006/dia317_utt5,0,0,0,1,0,0,0
train/0004/dia317_utt6,0,0,0,1,0,0,0
train/0000/dia317_utt7,0,0,0,1,0,0,0
train/0004/dia317_utt8,0,0,0,0,0,0,1
train/0000/dia317_utt9,1,0,0,0,0,0,0
train/0002/dia318_utt0,0,0,0,0,1,0,0
train/0001/dia318_utt1,0,0,0,0,1,0,0
train/0003/dia318_utt2,0,0,0,0,1,0,0
train/0001/dia318_utt3,0,0,0,0,1,0,0
train/0003/dia318_utt4,0,0,0,0,1,0,0
train/0100/dia319_utt0,0,0,0,0,1,0,0
train/0001/dia319_utt1,0,0,0,1,0,0,0
train/0100/dia319_utt10,0,0,0,0,1,0,0
train/0001/dia319_utt11,0,0,0,0,1,0,0
train/0100/dia319_utt12,0,0,0,0,1,0,0
train/0001/dia319_utt13,0,0,0,0,0,0,1
train/0100/dia319_utt14,0,0,0,1,0,0,0
train/0001/dia319_utt15,0,0,0,0,0,0,1
train/0100/dia319_utt16,0,0,0,0,1,0,0
train/0001/dia319_utt17,0,0,0,1,0,0,0
train/0100/dia319_utt18,0,0,0,0,1,0,0
train/0100/dia319_utt19,0,0,0,1,0,0,0
train/0100/dia319_utt2,0,0,0,0,1,0,0
train/0100/dia319_utt20,0,0,0,1,0,0,0
train/0100/dia319_utt21,0,0,0,0,1,0,0
train/0001/dia319_utt22,0,1,0,0,0,0,0
train/0001/dia319_utt3,0,0,0,0,1,0,0
train/0100/dia319_utt4,0,0,0,0,1,0,0
train/0001/dia319_utt5,0,0,0,0,1,0,0
train/0100/dia319_utt6,1,0,0,0,0,0,0
train/0001/dia319_utt7,0,0,0,0,0,0,1
train/0100/dia319_utt8,0,0,0,0,0,1,0
train/0001/dia319_utt9,0,0,0,0,1,0,0
train/0004/dia31_utt0,0,0,0,0,1,0,0
train/0029/dia31_utt1,0,0,0,0,1,0,0
train/0004/dia31_utt2,0,0,0,0,1,0,0
train/0000/dia31_utt3,0,0,0,0,1,0,0
train/0003/dia320_utt0,0,0,0,0,1,0,0
train/0001/dia320_utt1,0,0,0,0,1,0,0
train/0003/dia320_utt10,0,0,0,0,1,0,0
train/0003/dia320_utt11,0,0,0,0,1,0,0
train/0001/dia320_utt12,0,0,0,0,0,0,1
train/0003/dia320_utt13,0,0,0,0,0,1,0
train/0001/dia320_utt14,0,0,0,0,1,0,0
train/0003/dia320_utt15,0,0,0,0,1,0,0
train/0001/dia320_utt16,0,0,0,0,0,0,1
train/0003/dia320_utt17,0,0,0,1,0,0,0
train/0003/dia320_utt2,0,0,0,0,1,0,0
train/0001/dia320_utt3,0,0,0,0,0,0,1
train/0003/dia320_utt4,0,0,0,0,0,1,0
train/0001/dia320_utt5,0,0,0,1,0,0,0
train/0003/dia320_utt6,0,0,0,0,0,1,0
train/0001/dia320_utt7,0,0,0,0,0,0,1
train/0003/dia320_utt8,0,0,0,0,0,1,0
train/0003/dia320_utt9,0,0,0,0,1,0,0
train/0000/dia321_utt0,0,0,0,1,0,0,0
train/0066/dia321_utt1,0,0,0,1,0,0,0
train/0000/dia321_utt10,0,1,0,0,0,0,0
train/0066/dia321_utt11,0,1,0,0,0,0,0
train/0000/dia321_utt2,0,0,0,1,0,0,0
train/0066/dia321_utt3,0,0,0,0,1,0,0
train/0000/dia321_utt4,0,0,0,0,0,0,1
train/0066/dia321_utt5,0,0,0,0,1,0,0
train/0000/dia321_utt6,0,0,0,0,0,0,1
train/0066/dia321_utt7,0,0,0,1,0,0,0
train/0000/dia321_utt8,0,0,0,0,0,0,1
train/0066/dia321_utt9,0,0,0,0,1,0,0
train/0001/dia322_utt0,0,1,0,0,0,0,0
train/0193/dia322_utt1,0,0,0,0,0,0,1
train/0001/dia323_utt0,0,0,0,0,0,1,0
train/0182/dia324_utt0,0,0,0,0,1,0,0
train/0000/dia324_utt1,0,0,0,0,0,0,1
train/0004/dia324_utt2,0,0,0,0,1,0,0
train/0003/dia324_utt3,0,0,0,0,1,0,0
train/0004/dia324_utt4,0,0,0,0,1,0,0
train/0004/dia324_utt5,0,0,0,0,1,0,0
train/0004/dia324_utt6,0,0,0,0,1,0,0
train/0004/dia324_utt7,0,0,0,0,1,0,0
train/0006/dia325_utt0,0,0,0,0,1,0,0
train/0000/dia326_utt0,0,0,0,0,0,1,0
train/0002/dia326_utt1,0,0,0,0,0,0,1
train/0001/dia326_utt2,0,0,0,0,0,0,1
train/0000/dia326_utt3,0,0,0,0,1,0,0
train/0002/dia326_utt4,0,0,0,0,0,0,1
train/0001/dia326_utt5,0,0,1,0,0,0,0
train/0002/dia326_utt6,0,0,0,1,0,0,0
train/0000/dia326_utt7,0,0,0,0,1,0,0
train/0002/dia326_utt8,0,0,0,0,1,0,0
train/0000/dia327_utt0,1,0,0,0,0,0,0
train/0006/dia327_utt1,0,0,0,0,1,0,0
train/0000/dia327_utt2,0,0,0,0,0,0,1
train/0006/dia327_utt3,0,0,0,0,1,0,0
train/0000/dia327_utt4,0,0,0,1,0,0,0
train/0000/dia327_utt5,0,0,0,0,1,0,0
train/0000/dia327_utt6,1,0,0,0,0,0,0
train/0000/dia327_utt7,0,0,0,0,1,0,0
train/0064/dia328_utt0,1,0,0,0,0,0,0
train/0064/dia328_utt1,1,0,0,0,0,0,0
train/0064/dia328_utt2,1,0,0,0,0,0,0
train/0002/dia328_utt3,0,0,0,0,1,0,0
train/0064/dia328_utt4,1,0,0,0,0,0,0
train/0006/dia328_utt5,0,0,0,0,1,0,0
train/0064/dia328_utt6,0,0,0,1,0,0,0
train/0004/dia328_utt7,0,0,0,1,0,0,0
train/0003/dia328_utt8,0,0,0,0,0,1,0
train/0001/dia329_utt0,0,0,0,1,0,0,0
train/0002/dia329_utt1,1,0,0,0,0,0,0
train/0000/dia329_utt10,0,0,0,0,1,0,0
train/0000/dia329_utt2,0,0,0,0,1,0,0
train/0002/dia329_utt3,0,0,0,1,0,0,0
train/0001/dia329_utt4,1,0,0,0,0,0,0
train/0002/dia329_utt5,0,0,0,0,0,0,1
train/0000/dia329_utt6,0,0,0,0,1,0,0
train/0001/dia329_utt7,1,0,0,0,0,0,0
train/0000/dia329_utt8,0,0,0,0,1,0,0
train/0002/dia329_utt9,1,0,0,0,0,0,0
train/0194/dia32_utt0,0,0,0,0,0,0,1
train/0000/dia32_utt1,0,0,0,0,1,0,0
train/0006/dia32_utt10,0,0,0,1,0,0,0
train/0006/dia32_utt11,0,0,0,1,0,0,0
train/0006/dia32_utt12,1,0,0,0,0,0,0
train/0006/dia32_utt13,1,0,0,0,0,0,0
